scorer,,,tot_ra,tot_ra,tot_ra,tot_ra,tot_ra,tot_ra,tot_ra,tot_ra,tot_ra,tot_ra,tot_ra,tot_ra,tot_ra,tot_ra,tot_ra,tot_ra,tot_ra,tot_ra,tot_ra,tot_ra,tot_ra,tot_ra,tot_ra,tot_ra,tot_ra,tot_ra,tot_ra,tot_ra,tot_ra,tot_ra,tot_ra,tot_ra,tot_ra,tot_ra,tot_ra,tot_ra,tot_ra,tot_ra,tot_ra,tot_ra,tot_ra,tot_ra,tot_ra,tot_ra,tot_ra,tot_ra,tot_ra,tot_ra,tot_ra,tot_ra,tot_ra,tot_ra,tot_ra,tot_ra,tot_ra,tot_ra,tot_ra,tot_ra,tot_ra,tot_ra,tot_ra,tot_ra,tot_ra,tot_ra,tot_ra,tot_ra,tot_ra,tot_ra,tot_ra,tot_ra,tot_ra,tot_ra,tot_ra,tot_ra,tot_ra,tot_ra,tot_ra,tot_ra,tot_ra,tot_ra,tot_ra,tot_ra,tot_ra,tot_ra,tot_ra,tot_ra,tot_ra,tot_ra,tot_ra,tot_ra,tot_ra,tot_ra,tot_ra,tot_ra,tot_ra,tot_ra,tot_ra,tot_ra,tot_ra,tot_ra,tot_ra,tot_ra,tot_ra,tot_ra,tot_ra,tot_ra,tot_ra,tot_ra,tot_ra,tot_ra,tot_ra,tot_ra,tot_ra,tot_ra,tot_ra,tot_ra,tot_ra,tot_ra,tot_ra,tot_ra,tot_ra,tot_ra,tot_ra,tot_ra,tot_ra,tot_ra,tot_ra,tot_ra,tot_ra,tot_ra,tot_ra,tot_ra,tot_ra,tot_ra,tot_ra,tot_ra,tot_ra,tot_ra,tot_ra,tot_ra,tot_ra,tot_ra,tot_ra,tot_ra,tot_ra,tot_ra,tot_ra,tot_ra,tot_ra,tot_ra,tot_ra,tot_ra,tot_ra,tot_ra,tot_ra,tot_ra,tot_ra,tot_ra,tot_ra,tot_ra,tot_ra,tot_ra,tot_ra,tot_ra,tot_ra,tot_ra,tot_ra,tot_ra,tot_ra,tot_ra,tot_ra,tot_ra,tot_ra,tot_ra,tot_ra,tot_ra,tot_ra,tot_ra,tot_ra,tot_ra,tot_ra,tot_ra,tot_ra,tot_ra,tot_ra,tot_ra,tot_ra,tot_ra,tot_ra,tot_ra,tot_ra,tot_ra,tot_ra,tot_ra,tot_ra,tot_ra,tot_ra,tot_ra,tot_ra,tot_ra,tot_ra,tot_ra,tot_ra,tot_ra,tot_ra,tot_ra,tot_ra,tot_ra,tot_ra,tot_ra,tot_ra,tot_ra,tot_ra,tot_ra,tot_ra,tot_ra,tot_ra,tot_ra,tot_ra,tot_ra,tot_ra,tot_ra,tot_ra,tot_ra,tot_ra,tot_ra,tot_ra,tot_ra,tot_ra,tot_ra,tot_ra,tot_ra,tot_ra,tot_ra,tot_ra,tot_ra,tot_ra,tot_ra,tot_ra,tot_ra,tot_ra,tot_ra,tot_ra,tot_ra,tot_ra,tot_ra,tot_ra,tot_ra,tot_ra,tot_ra,tot_ra,tot_ra,tot_ra,tot_ra,tot_ra,tot_ra,tot_ra,tot_ra,tot_ra,tot_ra
individuals,,,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual5,individual5,individual5,individual5,individual5,individual5,individual5,individual5,individual5,individual5,individual5,individual5,individual5,individual5,individual5,individual5,individual5,individual5,individual5,individual5,individual5,individual5,individual5,individual5,individual5,individual5,individual6,individual6,individual6,individual6,individual6,individual6,individual6,individual6,individual6,individual6,individual6,individual6,individual6,individual6,individual6,individual6,individual6,individual6,individual6,individual6,individual6,individual6,individual6,individual6,individual6,individual6,individual7,individual7,individual7,individual7,individual7,individual7,individual7,individual7,individual7,individual7,individual7,individual7,individual7,individual7,individual7,individual7,individual7,individual7,individual7,individual7,individual7,individual7,individual7,individual7,individual7,individual7,individual8,individual8,individual8,individual8,individual8,individual8,individual8,individual8,individual8,individual8,individual8,individual8,individual8,individual8,individual8,individual8,individual8,individual8,individual8,individual8,individual8,individual8,individual8,individual8,individual8,individual8,individual9,individual9,individual9,individual9,individual9,individual9,individual9,individual9,individual9,individual9,individual9,individual9,individual9,individual9,individual9,individual9,individual9,individual9,individual9,individual9,individual9,individual9,individual9,individual9,individual9,individual9,individual10,individual10,individual10,individual10,individual10,individual10,individual10,individual10,individual10,individual10,individual10,individual10,individual10,individual10,individual10,individual10,individual10,individual10,individual10,individual10,individual10,individual10,individual10,individual10,individual10,individual10
bodyparts,,,head,head,thorax,thorax,abdomen,abdomen,antenna-left,antenna-left,antenna-right,antenna-right,fore-leg-left,fore-leg-left,fore-leg-right,fore-leg-right,mid-leg-left,mid-leg-left,mid-leg-right,mid-leg-right,hind-leg-left,hind-leg-left,hind-leg-right,hind-leg-right,wing-left,wing-left,wing-right,wing-right,head,head,thorax,thorax,abdomen,abdomen,antenna-left,antenna-left,antenna-right,antenna-right,fore-leg-left,fore-leg-left,fore-leg-right,fore-leg-right,mid-leg-left,mid-leg-left,mid-leg-right,mid-leg-right,hind-leg-left,hind-leg-left,hind-leg-right,hind-leg-right,wing-left,wing-left,wing-right,wing-right,head,head,thorax,thorax,abdomen,abdomen,antenna-left,antenna-left,antenna-right,antenna-right,fore-leg-left,fore-leg-left,fore-leg-right,fore-leg-right,mid-leg-left,mid-leg-left,mid-leg-right,mid-leg-right,hind-leg-left,hind-leg-left,hind-leg-right,hind-leg-right,wing-left,wing-left,wing-right,wing-right,head,head,thorax,thorax,abdomen,abdomen,antenna-left,antenna-left,antenna-right,antenna-right,fore-leg-left,fore-leg-left,fore-leg-right,fore-leg-right,mid-leg-left,mid-leg-left,mid-leg-right,mid-leg-right,hind-leg-left,hind-leg-left,hind-leg-right,hind-leg-right,wing-left,wing-left,wing-right,wing-right,head,head,thorax,thorax,abdomen,abdomen,antenna-left,antenna-left,antenna-right,antenna-right,fore-leg-left,fore-leg-left,fore-leg-right,fore-leg-right,mid-leg-left,mid-leg-left,mid-leg-right,mid-leg-right,hind-leg-left,hind-leg-left,hind-leg-right,hind-leg-right,wing-left,wing-left,wing-right,wing-right,head,head,thorax,thorax,abdomen,abdomen,antenna-left,antenna-left,antenna-right,antenna-right,fore-leg-left,fore-leg-left,fore-leg-right,fore-leg-right,mid-leg-left,mid-leg-left,mid-leg-right,mid-leg-right,hind-leg-left,hind-leg-left,hind-leg-right,hind-leg-right,wing-left,wing-left,wing-right,wing-right,head,head,thorax,thorax,abdomen,abdomen,antenna-left,antenna-left,antenna-right,antenna-right,fore-leg-left,fore-leg-left,fore-leg-right,fore-leg-right,mid-leg-left,mid-leg-left,mid-leg-right,mid-leg-right,hind-leg-left,hind-leg-left,hind-leg-right,hind-leg-right,wing-left,wing-left,wing-right,wing-right,head,head,thorax,thorax,abdomen,abdomen,antenna-left,antenna-left,antenna-right,antenna-right,fore-leg-left,fore-leg-left,fore-leg-right,fore-leg-right,mid-leg-left,mid-leg-left,mid-leg-right,mid-leg-right,hind-leg-left,hind-leg-left,hind-leg-right,hind-leg-right,wing-left,wing-left,wing-right,wing-right,head,head,thorax,thorax,abdomen,abdomen,antenna-left,antenna-left,antenna-right,antenna-right,fore-leg-left,fore-leg-left,fore-leg-right,fore-leg-right,mid-leg-left,mid-leg-left,mid-leg-right,mid-leg-right,hind-leg-left,hind-leg-left,hind-leg-right,hind-leg-right,wing-left,wing-left,wing-right,wing-right,head,head,thorax,thorax,abdomen,abdomen,antenna-left,antenna-left,antenna-right,antenna-right,fore-leg-left,fore-leg-left,fore-leg-right,fore-leg-right,mid-leg-left,mid-leg-left,mid-leg-right,mid-leg-right,hind-leg-left,hind-leg-left,hind-leg-right,hind-leg-right,wing-left,wing-left,wing-right,wing-right
coords,,,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data,1757497423,img009.png,228.41379774136018,558.2591306829547,241.70788167438857,547.2770613469747,283.32414442126003,519.8218880070249,225.23477767041862,576.755247459342,209.05067549107974,548.72207047013,245.17590356996118,562.0161544031585,231.3038159876707,540.0520157311985,258.7589893276206,570.68620914209,237.37285430492278,515.1978588129281,294.0172119326089,544.6760449252953,272.92007873454213,497.8577493350649,281.87913529810476,538.8960084326743,265.98403494339686,511.72983691735544,710.894116736991,661.4490754310292,729.8830895173783,656.2915766511709,776.5350102988234,635.8960132944587,698.9380968382288,680.6724799741372,688.6230992785122,650.8996461085918,727.3043401274492,678.0937305842081,703.6267320926454,638.0058991589461,738.557064738049,686.5332740421579,731.7585436191449,625.1121522093006,787.5533031467025,664.7311201091208,757.5460375184363,614.3282911241423,775.8317150106609,666.8410059736083,762.000241010132,623.2366981075338,330.7840828681368,387.97595353825454,346.9598744958741,382.81845475839634,392.2052047009943,357.9686879099883,,,,,342.50567100417834,398.29095109797106,328.4397652409285,370.862434859634,347.6631697840366,410.9502662848959,335.00385459711174,354.6866432318967,370.1686190052362,329.83687638348874,,,,,,,608.5241590300213,215.36768420786697,619.3080201151795,227.79256763207098,652.1284668960957,265.06721790468293,596.568139131259,213.49223010610035,614.6193848607629,202.70836902094214,,,,,593.5205262158883,251.93903919231647,635.7182435056377,208.5691630889629,632.436198827546,273.7411931253537,659.3958515404415,238.81086047994998,615.7915436743671,274.4444884135162,664.7877820830206,233.65336170009172,734.5496059537791,231.27198615236586,745.1988885403828,217.96038291911123,773.3434210906925,177.26491017744706,735.8807662771045,251.80988828367305,711.539548936296,236.40646168519265,751.2841928755848,244.58358938562048,720.6675054390992,219.10137748196163,778.8582281444694,225.75717909858895,726.1823124928761,193.04866829687757,793.3108259405744,191.7175079735521,749.0022037498841,171.9402688841452,789.317344970598,201.79629327873062,744.2480597380074,175.93374985412163,624.5852812749791,141.9947458922079,609.9307530218475,154.33540126326614,576.7652417121286,169.14418770853598,625.202314043532,127.9572504076292,638.1600021831432,134.89886905384944,611.1648185589534,131.9679634032231,,,599.8820326136241,132.92525210649868,570.3511714392212,138.55613665246534,,,,,,,,,903.9546676234133,97.02537746835249,884.5915453731328,102.51641213634248,845.8653008725719,121.30153073736084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data,1757497423,img035.png,607.9043686104649,459.0578274523955,625.0178872890855,470.31055206299527,670.2632174942057,495.3947506741241,585.6333511519861,466.55964385946197,603.6845968814899,439.1311276211249,598.2926663389109,475.70248260557435,629.4720907807812,444.7574899264248,615.4061850175315,495.6291824368449,650.8053811883767,446.63294402819145,650.570949425656,513.445996403628,673.779693935018,462.5743038932079,644.0068600694726,506.6474752847239,667.2156045788349,470.31055206299527,343.24379285404177,580.6178951374247,321.857657831344,577.7278768911142,281.39740238299675,566.4568057305032,359.71689685801175,564.7227947827168,361.7399096304291,597.3800009660258,340.3537746077312,566.7458075551342,335.15174176437233,605.7610538803262,335.4407435890034,548.538692603378,324.74767607765443,603.7380411079089,306.8295629505293,541.6026488122328,282.2644078568899,591.3109626487737,296.7144990884425,546.8046816555917,290.0674571219283,597.3800009660258,277.351376838162,533.5105977225634,291.2234644204525,518.1935010171176,321.857657831344,481.7792711136051,279.3743896105794,551.1397090250575,256.25424364009524,533.5105977225634,298.15950821159777,539.8686378644466,263.7682910805026,518.7715046663798,310.2975848461019,532.6435922486702,272.72734764406516,505.4774207333513,339.4867691338381,500.27538788999243,296.1364954391804,461.2601415648005,327.9266961485961,508.6564408042929,295.2694899652872,478.3112492180325,615.9173240602281,205.6041467458214,624.0944517606559,219.48624726050122,654.1406419157164,260.56205152311554,593.8580958451204,196.28602448254316,621.24196535353,183.16458700976358,,,594.2384273660705,227.28304343997894,640.4487071615116,210.73862227864817,,,633.7929055448843,271.59166563066935,657.9439571252177,238.88315482895797,613.2550034135771,266.2670243373675,669.9244000351468,230.70602712853014,809.6309109313448,201.01979276245484,789.0930088000378,200.06896396007951,743.4532262860218,195.31481994820285,823.5130114460247,182.38354823589836,829.4081500207517,215.2822247980848,802.0242805123422,186.5671949663498,810.7719054941953,214.33139599570947,794.6078158538146,181.432719433523,784.3388647881611,232.7774747617909,771.7879245968068,165.64896131409253,744.4040550883972,225.17084434278826,759.2369844054523,171.9244314097697,754.8631719145258,217.56421392378562,923.1002287077888,129.34196341808143,910.1425405681777,135.9750656800252,859.0830789704244,136.12932387216344,,,,,,,,,,,,,,,,,,,,,658.4969977840992,156.77181100761416,641.1919135808681,161.90628654044093,589.6569924921253,155.63081644476375,676.3725792687554,144.22087081625978,672.569264059254,165.70960174994227,646.51655487417,136.61424039725713,,,623.1261663357369,137.3749034391574,,,608.2932370186817,137.75523496010752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data,1757497423,img068.png,389.19741227929717,465.4128755932062,376.0152577022201,480.7326768584579,349.65094854806597,521.7042383818057,391.33505896747187,444.03640871145956,412.71152584921845,462.20640556094423,368.5334942936088,458.9999355286822,413.7803491933058,473.9634623459048,352.14486968426974,463.27522890503155,396.67917568790847,508.87835825275766,333.9748728347851,511.0160049409323,374.23388546207457,532.3924718226789,331.48095169858135,483.2265979946617,377.4403554943366,518.1414939015144,462.23367412526477,474.31973679393394,481.4724943188367,464.700326697148,524.2254280823299,441.1862131272267,455.46445961271166,494.27110588356413,442.9948539316928,468.2630711774391,478.26602428657475,484.29542133874907,449.0515195481877,455.080916600362,500.3550400643795,487.501891371011,,,532.0634659389704,473.2509134498466,510.3307246091946,426.5789607580332,518.168762465835,475.38856013802126,492.16072775970997,421.59111848562566,521.3019501475684,346.15193341323777,504.6572949943894,356.23249921023347,470.43025763714826,389.05294599114967,530.6792206564016,324.3497794802006,544.5106946569306,352.24715924397935,511.6902478760144,335.83693585352125,530.4447888936808,357.63908978655843,494.3422974346729,334.1959135144755,519.8953595712434,382.72328839768727,459.64639655199005,362.79658856641674,500.9063867908562,394.4448765337288,459.1775330265484,344.04204754875036,496.21775153643955,402.6499882289578,621.7699353310987,187.78879293030002,625.7634163010752,204.7135456125809,646.1111526719072,251.8746542103973,614.5436364330462,167.631222319943,642.3078374624059,175.42801849942072,609.4091609002195,189.88061629552573,636.6028646481539,191.02161085837614,604.2746853673926,209.8480211454077,648.2029760371329,197.2970809540533,624.8125874986998,260.4321134317753,656.7604352585109,236.0908960909668,602.373027762642,245.02868683329496,666.8392205636894,222.208795576287,687.1883473701547,153.82308875484856,669.140138889982,161.69025655389817,623.9424885934814,154.28586333126322,700.300293701904,134.69507292970832,707.8589451166772,148.26979383787236,677.1615648811699,134.38655654543186,,,651.8632213705005,136.70042942750527,,,624.7137795541724,137.3174621960582,,,,,,,976.9622219685792,275.8704373840936,990.1384185730906,298.70917816524656,1024.39652974482,354.48841045767784,,,,,,,,,,,,,,,,,,,,,862.3716668734983,145.65072592078616,852.42434716885,159.04915654337375,819.1312771369657,184.83098516562563,,,883.289686880357,147.69124433114519,848.2991869529448,133.23864653504017,871.8797412518529,138.75345358881708,837.459738605866,139.3239508702423,806.4627196484302,161.1930133248749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data,1757497423,img083.png,435.8069197070696,486.10325629909744,448.2339981662048,469.0521486458654,486.3822390175036,434.9499333394013,441.2979543750596,507.7783931464263,413.26477738584754,491.01628731782534,451.70202006177743,488.41527089614584,,,,,,,496.20830105495935,476.5661960862727,,,,,,,494.47429010717303,411.25178371965507,471.0651423120579,408.0727636487135,429.15987774055543,415.00880743985874,515.8604251298709,400.8477180329372,508.6353795140946,431.48191144382866,502.56634119684253,393.0446687678988,491.00626821160046,429.16989684678026,459.2160675021848,378.3055757117152,466.73011494259214,432.34891691772185,,,434.0729087592833,444.486993552226,438.98593977801113,385.24161950286043,435.8069197070696,423.96786400342137,628.958442498432,242.58121960413393,608.800871888075,249.80751850218644,568.4857306673609,277.381553771071,627.6272821751065,223.75480931710234,653.8701571206657,241.0598935203334,618.4993256723034,230.03027941277955,628.5781109774819,257.60431468166416,585.7908148705919,228.50895332897903,634.0929180312587,275.4798961663204,570.1972225116365,244.10254568793442,597.7712577805212,287.4603390762495,568.675896427836,232.12210277800529,596.0597659362455,295.44730101620235,636.4708071899851,170.74093982696826,638.3219054956438,185.5497262722381,644.3379749890347,236.30067148571501,618.114082325536,159.17157541660117,647.8859134082139,151.92144038610445,621.8162789368535,168.73558332917128,654.056241093743,163.799321180748,609.7841399500717,187.55508277003509,611.9384435977045,222.9589321417864,654.3705926501748,233.9772249896654,608.6563989196129,217.09813807376563,677.3449053968161,215.45711573471982,,,715.7259812980043,144.53805700950335,700.702886220474,151.0036928656556,656.2040982693086,147.77087493757946,722.9522801960568,130.0854592133983,735.5032203874111,140.9249075604771,706.0275275137759,128.9444646505479,687.0109514662693,129.13463041102298,,,,,662.2894026045108,135.41010050670016,,,,,,,919.9952071183035,186.51963031263722,916.1918919088022,203.6345487553932,904.7819462802981,256.12029864651146,913.1492397412011,168.2637173070309,940.1527777286606,173.2080270793826,903.4507859569727,185.75896727073697,941.1036065310359,187.8507906359627,892.0408403284688,196.02791833639054,939.3921146867602,215.61499166532235,881.7718892628152,221.70029600052447,,,,,,,866.2162743433296,143.27789763911406,854.9964944753007,156.5895008723687,822.2879836735892,170.85193290799864,862.2227933733532,129.3957971244342,891.3181547260383,135.1007699386862,854.0456656729253,134.72043841773606,,,841.3045597210959,137.57292482486207,826.6617961645159,140.99590851341324,,,,,,,,,,,887.4877020859334,118.68500939601273,,,,,,,,,,,,,,,,,,,,,,,,,,,960.3161618929585,87.47281233585917,888.9327112090887,81.69277584323814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data,1757497423,img093.png,421.883119361892,484.10973850722314,433.9964505948817,467.72111389788404,473.89918877414203,435.6564135752642,426.5146871862704,504.0611075968533,401.21920137620356,490.5226785717471,437.9154695232019,495.51052084415466,,,446.1097818278715,494.44169750006733,,,,,,,,,,,183.53551363041728,476.98424954664097,168.21571236516553,464.15836941759295,145.05787324327338,422.117984550158,210.96864612865875,481.9720918190485,187.0982581107084,499.07326532444574,203.84315716807657,455.60778266489433,,,190.30472814297036,441.3568047437299,,,176.41002466983508,421.40543565409973,,,,,,,200.4771678671341,668.7904354301886,201.1804631552966,689.4204305496216,204.4625078333882,717.3178103134004,188.0522844429301,653.083507327893,214.30864186766308,654.0212343787763,184.30137623939683,664.3362319384928,221.5760265120088,680.51202356623,183.36364918851353,692.2336117022716,234.23534169893364,678.8710012271843,,,,,,,,,575.3785927109861,357.9898216815666,559.4372328459697,368.0703874785622,520.2871284715911,395.0300401914577,580.0672279654027,335.7188042230877,601.1660866102775,360.5685710714957,566.9390492530363,341.8140300538293,584.2869996943778,382.13629324181204,536.6973518620492,357.0520946306832,558.2650740323655,411.67469534463663,508.7999720982704,369.71140981760806,551.4665529134616,405.81390127661587,515.1296296917328,366.1949333767956,537.6350789129325,406.04833303933674,,,,,,,,,,,,,,,,,,,,,,,,,,,823.6937409579281,415.89044636283745,828.8512397377864,434.8794191432247,847.371348992732,485.28224812820315,803.2981776012159,403.23113117591265,832.1332844158779,403.9344264640751,,,,,,,,,,,,,,,,,682.7459361958095,236.66127367371206,662.8192363645388,240.41218187724536,615.4640202949312,248.6172935724744,697.9840007726634,221.4232090968581,706.657975993334,245.80411241982443,672.6653703988137,221.4232090968581,692.8265019928051,257.5257005558659,647.8156035504057,223.06423143590393,660.2404869746097,273.23262865816156,626.4823131428102,223.53309496134557,620.8559508375102,277.2179686244157,632.8119707362725,214.3902562152332,638.9071965670141,276.9835368616948,627.8889037191352,152.03140733149246,633.9841295498768,171.95810716276299,652.973102330264,213.92139268979156,612.1819756168395,138.19993333096346,637.0317424652476,134.4490251274302,615.4640202949312,158.8299284503965,646.4090129740807,142.65413682265924,610.0720897523521,188.13389879050027,662.3503728390972,166.5661766201839,619.2149284984645,216.96900560516235,672.6653703988137,212.74923387618742,617.1050426339771,208.7638939099333,677.8228691786719,187.19617173961694,877.2869824793684,133.45575574897475,866.737553156931,144.7084803595746,827.3530170198314,167.91722486893676,,,,,,,,,,,,,,,,,,,,,749.1554294015817,153.96607793570126,730.1664566211945,159.59244024100119,681.4046499752618,142.71335332510142,766.737811605644,140.1346039351723,764.3934939784357,160.06130376644285,740.9503177063526,135.21153691803485,,,717.5071414342697,131.46062871450158,,,697.5804416029991,130.99176518905992,,,,,,
labeled-data,1757497423,img103.png,371.23617495010444,479.9911358351438,389.75628420505,470.6138653263106,439.6902496645868,456.31352780033995,361.39004091582956,502.96544858178515,349.1995892543464,474.8336370552855,387.64639834056254,492.65045102206864,363.7343585430379,466.39409359733565,400.77457705292903,505.54419797171425,390.92844301865415,445.29523495246093,436.4082049864952,483.2731805132354,426.3276391894995,437.0901232572319,422.811162748687,486.08636166588536,403.587758205579,433.57364681641945,203.31384728408634,584.3288379801561,205.65816491129462,600.0357660824518,223.00611535263604,643.1712104230844,187.13805565634905,567.2153193015356,215.97316247101114,572.3728180813938,194.17100853797396,580.343498013902,222.06838830175272,584.3288379801561,,,236.13429406500254,594.174972014431,,,246.2148598619982,621.8379200154889,,,,,604.5111535594833,250.25352456628235,596.9525021447101,260.74308163168183,572.0162459043345,304.6423503072862,603.539317074932,227.0247095187504,629.5494812917266,242.63080804882713,592.268245914321,239.74078980251664,624.6364502729988,262.8609357730008,560.4780452049054,265.7509540193113,625.5034557468919,277.88903065381544,557.5880269585948,275.288014232136,597.4702787576799,322.1063098223663,554.1200050630222,284.24707079569856,589.6672294926416,307.07821494155166,724.9200834199737,222.68968214928458,706.7129684682175,224.71269492170194,658.4496637548318,234.8277587837888,740.5261819500504,207.3725854438389,741.3931874239436,231.07073506358512,720.0070524012458,209.97360186551833,730.1221162633326,242.05280439956505,706.7129684682175,193.78949968617945,707.5799739421105,257.08089928037975,660.1836747026181,210.84060733941146,665.6747093706081,261.4159266498455,672.6107531617533,196.10151428322786,684.7488297962575,259.97091752669024,630.994490414882,139.1681548309107,636.774526907503,159.3982825550843,652.6696272622107,187.1424577196653,616.5443991833293,135.12212928607596,648.334599892745,131.65410739050336,604.9843261980873,145.52619497279383,660.1836747026181,139.45715665554175,,,,,,,,,,,,,770.3425088448446,161.3228325214393,750.3911397552145,167.73577258596328,704.7880104074884,153.84106911282794,789.9376034864457,154.90989245691532,782.4558400778344,176.99890823472015,763.5732943322917,140.6589145357509,,,731.4242857696055,138.94722376312248,,,707.1489168381049,139.44774683387507,,,,,,,883.6218087818904,143.29820284073577,869.4607193749688,153.70226852745364,829.0004639266216,166.12934698658884,892.869867170084,127.98110613529005,904.429940155326,146.47722291167736,870.0387230242309,126.24709518750373,846.3405734044848,133.76114262791108,,,,,827.5554548034663,140.40818459442528,,,,,,,936.7981445140038,116.42103315004798,937.954151812528,135.4951535756974,948.0692156746148,172.19838530384095,,,,,,,,,,,966.4380474676931,134.65276591012338,930.8908230380737,171.934001287529,,,,,,,,,,,949.386939814461,88.4124739691551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data,1757497423,img105.png,195.6786765699135,579.9279016265382,198.75312244429946,596.1785441054354,223.3486894393873,636.5855470259369,180.76028546509926,566.8810995070028,199.045962957324,564.5367818797945,,,,,,,,,,,,,,,,,345.9493292480521,477.59155494448544,365.7136241548191,475.8347287305506,415.7831712519622,467.9290107678438,331.45551298308965,492.9637843164153,329.2594802156711,463.9761517864904,348.58456856895435,493.40299086989904,,,388.5523649359721,501.3087088326058,360.44314551301454,447.2863027541094,406.1206270753205,492.96378431641534,403.04618120093454,442.89423721927227,388.5523649359721,492.96378431641534,386.35633216855354,442.89423721927227,611.9196522592099,222.7839639191664,602.6565166104531,238.10376518441814,584.1302453129393,283.70689453214425,610.4745720016311,202.30200722323616,634.6256235819645,214.09228437269024,595.831808445051,220.36775446836742,632.3436344562638,235.2006837854226,583.2808682536967,225.31206424071917,623.7861752348857,269.6206864314096,562.1724688409643,273.80433316186105,619.2221969834842,278.74864293421274,567.8774416552163,258.59107232385577,605.1499307083293,277.7978141318374,731.3827384443966,202.2995628258601,711.3618156142929,210.05767042252526,669.3178776710753,233.4571239802089,739.5162383441262,186.65821686484162,754.0314073959513,206.92940123032156,724.0000231507959,189.41109375398088,734.260746101224,226.9503240604252,707.8581541190248,193.9158013907542,730.2565615352032,238.83774699079925,662.6859469836035,211.80950117015934,692.9675927641352,254.3539621841296,674.1979776109131,194.54145522919492,706.2314541390789,249.3487314766037,887.0592030972738,144.15984155271377,873.367268343069,153.477963815992,831.1504695176043,165.4584067259212,900.1806405700534,126.47442582853262,911.7807519590324,145.1106703550891,872.6066053011687,128.56624919375835,860.4359966307645,131.60890136135941,827.9176515895282,139.78602906178725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,627.846472641694,135.30322389716457,633.1905893621306,153.11694629862006,649.2229395234406,180.90635324489068,,,,,,,,,,,,,,,,,,,,,913.8247981540144,109.56599977508701,923.6709321882893,127.61724550459091,950.1617213757431,159.4999652346238,,,,,,,,,,,,,,,,,,,,,,,,,954.6238535454368,89.76531909034269,,,,,,,,,,,,,,,,,,,,,,,,,888.139467510694,90.93071361132667,,,,,,,,,,,,,,,,,,,,
